descs,class
ada sejumlah berita dari jawa timur yang hari ini mencuri perhatian banyak pembaca mulai dari cerita mantan pemulung yang jadi miliarder dengan membudidayakan porang hingga kasus netizen menghina berikut rangkuman beritanya nama paidi tengah menjadi perbincangan pria 37 tahun yang tinggal di desa kepel kecamatan kare kabupaten madiun ini menjadi seorang miliarder setelah membudidayakan dulu pria berambut gondrong itu hidup serba kekurangan saat bekerja serabutan bahkan ia pernah menjalani hidup sebagai pemulung dulu saya tanam porang sejak tahun 2010 dan sebelumnya waktu itu saya kerja serabutan jadi saya kerja apa saja saya jalani mulai jual tahu jual ayam jual buah sampai bangkrut semua sampai akhirnya jadi pemulung ujar paidi di kebun porang yang ada di dekat rumahnya selasa 4 2 2020 setelah menjadi pemulung ada temannya yang mengenalkan tanaman porang yang memiliki nilai jual tinggi saat itu pria berperawakan kurus itu berusaha mencari referensi melalui internet tentang kegunaan porang setelah jadi pemulung itu selang berapa waktu ketemu teman se panti asuhan karena saya dulu mau sekolah masuk ke panti asuhan orang tua tidak mampu menyekolahkan setelah diperkenalkan sama teman itu kemudian saya mencari referensi di internet dan setelah tahu kegunaan porang di internet saya memutuskan bahwa saya harus menekuni bisnis ini imbuhnya menurut paidi berdasarkan hasil penelusuran terkait porang diketahui bahwa 80 persen untuk makanan dan 20 persen untuk kosmetik ia menyimpulkan bahwa porang memiliki nilai ekspor saya dapat kesimpulan kalau suatu komoditas itu masuknya di sektor makanan itu melebihi artinya bisa mendominasi intinya kebutuhan untuk produk ini sangat besar dari situ saya punya semangat di kampung mencari porang yang masih langka dan tumbuh liar di hutan sambungnya,positive
adalah hal yang cukup sulit apalagi bagi yang tak terbiasa mengalokasikan sekian persen pendapatannya untuk ditabung hal ini membuat alokasi belanja jadi kendur karena tidak ada hitung hitungan yang ketat namun sejumlah cara ini bisa membantu anda menghemat sehingga bisa menabung lebih banyak sebagaimana dikutip dari rabu 20 2 2019 perencana keuangan david rae membagikan caranya menghemat sebagian pendapatannya perbulan tanpa harus mengorbankan hal yang berarti lihatlah di mana anda secara teratur menghabiskan uang jadikan permainan untuk melihat berapa banyak yang bisa anda tabung setiap bulan kata rae hubungi perusahaan tv kabel langganan anda dan tanyakan apakah ada harga spesial atau bonus anda bisa berdalih untuk beralih provider jika tak mendapat potongan harga khusus rae bisa mendapatkan diskon 30 dollar as perbulan selama setahun sebelumnya rae memilih saluran mana yang mau dimasukkan dalam paketnya dengan itu saja ia bisa menghemat 15 dollar as perbulan ia juga mengembalikan dua kotak kabel yang sudah jarang dipakai di kamarnya ini memungkinkan dia memangkas lagi 14 dollar as perbulan perubahan kecil ini menghasilkan penghematan 44 dollar as per bulan penyedia jasa internet terus bersaing menawarkan harga yang paling terjangkau rae pun mencari tahu perbandingan biaya satu provider dengan provider lainnya mana yang lebih murah ia lantas menghubungi provider internetnya saat ini dan bertanya apakah dirinya bisa mendapatkan harga lebih murah seperti pesaingnya ternyata provider langganannya memberi koneksi internet lebih cepat dengan harga yang sama dengan itu rae bisa menghemat 20 dollar as perbulan promo kartu kredit juga bisa dimanfaatkan untuk menghemat pengeluaran rae mengatakan dirinya memanfaatkan kartu kredit american express untuk menghemat pengeluarannya untuk streaming ia mendapat kredit 5 dollar perbulan untuk beberapa bulan mengakses cbs all access diskon ini berlaku jika membayar di muka setahun,neutral
adalah minuman tradisional yang digemari masyarakat indonesia tentu salah satu penyebabnya adalah kandungan di dalam campuran tumbuhan herbal yang baik bagi kesehatan tubuh khususnya meningkatkan imunitas namun benarkah demikian dokter spesialis penyakit dalam iris rengganis mengatakan bahwa memang jamu baik untuk tubuh terlebih dengan tingginya antioksidan dan beta karoten yang terkandung dalam jamu untuk menguatkan daya tahan tubuh dari nenek moyang kita juga jamu sudah dipakai untuk kesembuhan dan kesehatan misalnya temulawak jahe dan kunyit katanya saat ditemui dalam acara media gathering di jakarta pada rabu 19 februari 2020 meski demikian iris tidak bisa sepenuhnya membenarkan hal itu lantaran belum ada bukti penelitian khususnya dari segi takaran hingga kini belum ada yang bisa membuktikan misalnya minum kunyit berapa gelas dapat menyembuhkan penyakit apa dan sebagainya sedangkan dalam kesehatan segala bentuk obat dan suplemen harus diteliti dan ada evidence based nya katanya adapun takaran yang salah bisa memberikan efek bagi kesehatan misalnya ketua divisi alergi imunologi di fakultas kedokteran universitas indonesia tersebut mencontohkan minum jamu dengan terlalu sedikit sehingga tidak memberikan dampak positif bagi tubuh kalau berlebihan ada juga efek sampingnya misalnya terlalu banyak minum jahe bisa menurunkan tekanan darah dan menyebabkan masalah pencernaan katanya untuk itu iris mengimbau agar masyarakat memilih segala sesuatu yang sudah terbukti secara klinis contohnya suplemen dan vitamin penambah imunitas tubuh yang sudah terdaftar di badan pengawas obat dan makanan bpom kalau ini imunostimulannya sudah terbukti jadi lebih aman karena sesuai takaran dan kandungannya juga yang pas katanya,neutral
adalah salah satu kebutuhan manusia namun tidak semua pernikahan dapat berujung baik sesuai dengan harapan yang menjalani apalagi menikah di usia yang sangat muda pernikahan dini diyakini menjadi salah satu faktor penyebab terjadinya kekerasan terhadap perempuan dan anak sekaligus penyumbang kematian ibu saat melahirkan pemerintah meyakini bahwa menikah di usia dini menjadi salah satu penyebab penyumbang kematian ibu karenakan alat reproduksi remaja perempuan belum mapan sehingga tak bisa berfungsi maksimal untuk melahirkan walaupun demikian pernikahan dini yang menyeret banyak generasi milenial data bps menyebut satu dari empat anak perempuan di indonesia telah menikah pada umur kurang dari 18 tahun pada 2008 hingga 2015 berdasarkan data penelitian pusat kajian gender dan seksualitas universitas indonesia tahun 2015 terungkap angka perkawinan dini di indonesia peringkat kedua teratas di kawasan asia tenggara sekitar 2 juta dari 7 3 perempuan indonesia berusia di bawah 15 tahun sudah menikah dan putus sekolah jumlah itu diperkirakan naik menjadi 3 juta orang pada 2030 terkait dengan data data tersebut di sulteng khususnya untuk daerah terdampak bencana gempa tsunami dan likuefaksi di palu donggala sigi dan parigi moutong ditemukan 14 kasus pernikahan usia anak kemudian kementerian pemberdayaan perempuan dan perlindungan anak kpppa mencatat terdapat 1 348 866 anak perempuan telah menikah di bawah usia 18 tahun pada 2018 bahkan setiap tahun sekitar 300 000 anak perempuan di indonesia menikah dibawah usia 16 tahun kemiskinan menjadi salah satu faktor yang membuat remaja atau generasi milenial cenderung menikah di usia yang sangat muda menteri pemberdayaan perempuan dan perlindungan anak pppa yohana susana yembise mengemukakan anak perempuan dari keluarga miskin berisiko dua kali lebih besar dinikahkan pada usia dini perkawinan usia anak atau anak usia dini identik dengan perjodohan yang dilakukan oleh orang tua dengan alasan ekonomi ucap yohana pemerintah menyebut bahwa pernikahan dini akan menyumbang terjadinya kemiskinan bila anak menikah usia dini maka secara otomatis akan berhenti mengenyam pendidikan atau sekolah karena bila dalam perkawinan itu melahirkan anak maka orang tua dari anak yang lahir itu harus bekerja untuk menghidupi anak dan keluarga selain karena faktor kemiskinan faktor budaya dan tradisi juga menjadi sebab sehingga milenial di usia produktif harus naik pelaminan untuk melangsungkan ikatan janji suci faktor lain yang turut serta mendongkrak terjadinya pernikahan di usia yang sangat dini yakni pergaulan yang tak terkendali atau kontrol oleh keluarga tidak sedikit milenial terjerumus dalam pergaulan bebas yang kemudian berdampak pada pernikahan dini karena itu penting penguatan keluarga atau rumah tangga peran ayah ibu dan lingkungan sekitar turut serta menentukan masa depan anak atau generasi emas harapan bangsa di masa akan datang salah satu komponen yang harus terlibat dalam mengakhiri yaitu para tokoh di semua agama pendekatan agama dianggap ampuh untuk membina mental generasi muda misalnya memberikan pemahaman tentang bahaya buruk pergaulan bebas dan dampak buruk dari menikah dini,neutral
adib hidayat mulai membuka donasi untuk membantu para tenaga kesehatan selama wabah virus corona terjadi di indonesia adib mengaku inisiatif ini bermula ketika ia melihat kesulitan yang dialami para tenaga kesehatan sejak kasus pertama covid 19 diumumkan oleh presiden joko widodo melihat di twitter beberapa orang yang saya tahu dokter ya berkeluh kesah dengan minimnya peralatan yang mereka punyai disediakan rumah sakit atau tempat dia bekerja kata adib saat dihubungi kompas com senin 16 3 2020 padahal pekerjaan para tenaga media ini sangat beresiko mereka berpotensi bertemu dan kontak langsung dengan orang yang terkena virus corona temuan adib alat pelindung diri seperti masker dan hand sanitizer bagi para tenaga kesehatan tersebut semakin menipis bahkan ada yang harus berhemat pakai dua kali dua hari itu kan miris jadi pikir apa yang bisa dilakukan dari pada marah marah ucap adib rasa empati itu bersambut dengan ajakan dari kitabisa com untuk membuka donasi bagi para tenaga kesehatan adib pun mengajak beberapa kenalannya yang berprofesi sebagai dokter untuk menjabarkan bagaimana kondisi di lapangan warga yang ingin berdonasi tinggal mengirimkan bantuan mereka lewat link ia berharap upaya ini setidaknya bisa membantu para tenaga kesehatan melakukan tugas mulia mereka,positive
adila 4 bocah perempuan asal kabupaten cirebon meninggal karena digigit ular weling atau bungarus candidus sebelum meninggal adila sempat koma selama lima hari di rsd gunung jati kota cirebon adila terlahir dari keluarga yang kurang mampu orang tuanya mukim 27 dan rusmiyati 24 tak memiliki kartu badan penyelanggara jaminan sosial bpjs kesehatan saat dirawat adila tercatat sebagai pasien umum rusmiyati berharap pemkab cirebon bisa menanggung biaya pengobatan dan perawatan anaknya iya enggak punya bpjs ya semoga ada bantuan dari pemkab cirebon semoga bisa pakai surat keterangan tidak mampu sktm kata rusmiyati kepada awak media kamis 13 2 2020 sejak sabtu 8 2 hingga rabu 12 2 kemarin adila koma bisa ular weling menyebar ke tubuh mungilnya adila menghembuskan nafas terakhirnya sekitar pukul 20 30 wib kemarin terpisah kepala dinas kesehatan dinkes kabupaten cirebon enny suhaeni mengatakan siap menanggung biaya pengobatan dan perawatan bocah perempuan asal pamengkang itu enny mengaku sudah berkoordinasi dengan bupati dan badan keuangan daerah bkd kabupaten cirebon pihak desa dan camat sudah menyampaikan ke kami terkait pembiayaannya kita siap menanggung sepenuhnya ya sudah acc untuk pembayarannya oleh pemkab ucap enny,neutral
ahmad khoirul 29 terdakwa kasus perampokan yang berujung kematian korban gadis rizkia 23 warga dusun muncar desa kedungrejo kecamatan muncar divonis hukuman 15 tahun penjara vonis terhadap terdakwa asal desa kedungrejo kecamatan muncar tersebut maksimal sejak awal jaksa yang menuntut perkara itu menjeratnya menggunakan pasal 365 kuhp tentang pencurian yang disertai dengan kekerasan yang ancaman hukumannya 15 tahun luluk winarko hakim yang memimpin jalannya sidang memaparkan pertimbangannya saat sidang putusan salah satunya kejahatan itu dilakukan pada malam hari dan memukul korban menggunakan potongan kayu kelapa yang telah dipersiapkan imbas dari aksi yang dilakukan terdakwa korban akhirnya meninggal dunia akibat cedera berat di bagian kepala usai dipukul sepotong kayu kelapa pukulan benda tumpul itu membuat kepala gadis riskia mengalami cidera berat ini sesuai hasil visum et repertum tim medis terangnya ketika membacakan putusan selasa 4 2 2020 meski peristiwa pencurian disertai tindak kekerasan terjadi pukul 04 30 wib pada 27 september 2019 hakim berpendapat itu masih malam hari karena matahari belum terbit ketika memasuki kamar korban yang tinggal tak jauh dari kediamannya terdakwa icang berusaha mengambil hp karyawan bank mandiri rogojampi korban terbangun ketika terdakwa hendak mengambil hp lalu dipukul pakai kayu kelapa yang telah disiapkan oleh terdakwa motor honda scoopy korban digadaikan di lokalisasi blibis kecamatan blimbingsari setelah berkencan dengan salah satu psk tambah hakim luluk usai vonis dibacakan terpidana ahmad khoirul buru buru dilarikan ke mobil tahanan pria dengan nama panggilan icang itu memang diburu oleh kekuarga korban yang selalu mengawal jalannya sidang perkara ini menyita perhatian publik dan aparat kepolisian resor kota banyuwangi karena pihak keluarga terus menggelar aksi damai di depan pn banyuwangi agar terdakwa divonis hukumnya mati demo itu membuat aparat menutup akses jalan adi sucipto banyuwangi vonis itu bagi paman korban hajar ismail 44 sangat berat untuk diterima sebetulnya kami kurang puas tapi bagaimana lagi sudah diputus oleh pengadilan bisa nggak bisa ya harus kita terima ungkapnya usai vonis,neutral
aiptu eko hari cahyana tak bisa menutupi rasa bahagia cita citanya untuk terus mengenyam pendidikan demi meniti karir di korps polri terlaksana eko ialah eks anggota gegana brimob yang pernah menjalani tugas pada sebuah operasi di aceh timur pada 1999 bagian kiri wajah eko terluka saat terlibat kontak senjata dengan panglima gerakan aceh merdeka gam eko masuk kuota untuk melanjutkan pendidikan di sekolah pembentukan perwira setukpa lemdiklat mabes polri di sukabumi saya alhamdulillah bisa masuk bisa menempuh pendidikan dari bapak kapolri harapan saya ke depan banyak anggota yang pernah bertugas di daerah konflik maupun huru hara yang bisa mengembangkan karir seperti saya untuk tetap berdinas di korps yang saya cintai ini kata eko yang kini berdinas di polsek kediri kepada selasa 3 3 2020 eko mengisahkan luka yang diterimanya terjadi saat penggerebekan di salah satu markas yang dicurigai tempat berkumpulnya kelompok gam saat itu terjadi kontak tembak yang mengakibatkan saya terluka di pipi ucap eko kisah serupa diungkapkan bripka tholib pada tahun 2000 ia bertugas di aceh dan terlibat kontak senjata bom yang saat itu diamankan tholib dan rekan rekannya itu meledak tangan kirinya putus terjadi ledakan yang membuat tangan saya putus namun hal ini tidak membuat kami mundur dalam berdinas hari ini adalah hari paling berkesan saya berada di sini untuk mengembangkan karier dan mengenyam pendidikan katanya saya ucap syukur kepada tuhan yang memberikan kesehatan kepada kami dan kepada bapak kapolri juga komandan saya di brimob yang sudah memberikan dukungan tutur tholib,positive
akan melarang kedatangan orang asing yang ingin masuk ke china kebijakan ini diterapkan mulai jumat 27 3 2020 tengah malam untuk mencegah penyebaran melalui visa masuk yang diterbitkan untuk warga negara asing akan ditunda berdasarkan pernyataan yang dibuat pada kamis 26 3 2020 oleh kementerian luar negeri china seperti dilansir dari walaupun pandemi global ini berawal dari china beberapa bulan yang lalu pusat penyebarannya telah berubah ke area lain di dunia seperti eropa selatan dan beberapa kota di amerika serikat otoritas china menerapkan aksi pada banyak kota untuk menghentikan penyebaran virus corona sejak akhir januari 2020 lalu banyak kota di dunia juga menerapkan hal yang sama atau imbauan untuk melakukan dilansir dari ada sekitar 81 340 kasus terkonfirmasi di china dengan jumlah kematian 3 292 orang secara total sekitar 565 kasus di antaranya diklasifikasikan sebagai atau berasal dari orang asing yang datang ke china atau orang china yang baru kembali dari luar negeri dari 55 kasus baru yang terjadi pada kamis 26 3 2020 54 kasus di antaranya berasal dari luar china di hubei sendiri sudah tidak ada kasus baru atau kasus suspect pada kamis 26 3 2020 yang dilakukan di wuhan sejak januari akan dicabut pada 8 april 2020 mendatang selama beberapa bulan sejak wabah ini terjadi dari januari 2020 banyak negara termasuk indonesia menerapkan larangan bagi warga negara china yang ingin masuk ke negara negara tersebut aturan penundaan ini akan berlaku sementara untuk memastikan pencegahan penyebaran virus corona dari di china dengan penyebaran virus corona di dunia yang sangat cepat china telah memutuskan untuk menunda sementara semua akses masuk ke china untuk warga negara asing yang memegang visa atau izin tinggal yang masih valid saat pengumuman ini dibuat efektif dari pukul 00 00 tanggal 28 maret 2020 waktu china seperti tertera dalam pernyataan dari kementerian luar negeri china,neutral
akhir akhir ini mewabahnya membuat permintaan masker meningkat akibatnya masker menjadi langka dan mahal seorang gadis asal ponorogo yutina tri sundari 24 membuat masker dari kain perca bahkan sejak virus corona menyebar penjualan masker miliknya meningkat dimulai dengan memilih kain kemudian diukur sesuai dengan kebutuhan tak berapa lama tangan terampil yutina pun mulai menjahit mulai dari bagian masker hingga talinya awalnya bikin baju terus iseng bikin masker dari kain perca setelah saya upload ternyata banyak peminatnya tutur yutina kepada saat ditemui di rumahnya jalan hos cokroaminoto rabu 18 3 2020 sejak masuk ke indonesia jelas dia pesanan masker perca miliknya membludak pesanan per hari bisa mencapai ratusan pesanan ada yang melalui teman atau online mungkin karena sekarang masker langka di apotek jadi milih pakai yang bisa dicuci berulang ulang ujarnya menurutnya masker buatannya lebih aman sebab ada dua lapisan dan di dalamnya yang bisa diisi tisu jika masker kotor bisa dicuci dan dipakai kembali masker ini ada 2 lapis di dalamnya bisa diisi tisu untuk menyaring udara kalau kotor nanti tisunya diambil terus maskernya dicuci jelasnya yutina mengaku untuk satu masker buatannya dihargai rp 10 ribu dalam satu hari dia dibantu ibunya bisa membuat 30 sekarang bikin paling lama 15 menit untuk satu masker pungkas yutina,positive
aksi atau ekshibisionisme terjadi di jalan gatot subroto jakarta selatan pelakunya bernama jarmaden sinaga 48 itu ternyata pengemudi taksi online dan sedang menunggu penumpang saat melakukan aksinya tersangka berinisial js pekerjaan sebagai supir taksi online saat kejadian itu tersangka sedang menunggu penumpang kata kapolres jakarta selatan kombes bastoni purnama di mapolres jakarta selatan minggu 26 1 2020 ketika sedang menunggu penumpang ia melihat tiga orang perempuan sedang berjalan di depan mobilnya kemudian ia pun langsung beraksi sambil menunggu penumpang melihat perempuan sekitar 10 meteran dan kemudian mainkan alat kelaminnya kemudian ditunjukkan ke tiga orang itu lanjut bastoni bastoni menyebut motif pelaku melakukan ekshibisionisme untuk memenuhi hasrat seksualnya pelaku memainkan alat kelamin di hadapan orang lain untuk memuaskan dirinya sendiri dalam teori kriminologi ada ekshibisionisme jadi dia memperlihatkan alat kelaminnya ke orang lain kemudian memainkannya sampai puas motifnya sepeti itu untuk memuaskan diri sendiri jelas bastoni,neutral
aksi brutal kawanan beraksi di kota bekasi jawa barat pada kamis dini hari 13 februari 2020 korbannya adalah mantan staf kelurahan bintarajaya kecamatan bekasi barat detik detik pembegalan ini terekam cctv dan viral di media sosial video pembegalan ini pertama kali diunggah oleh akun kelurahan bintarajaya kelurahanbintarajaya pada kamis 13 februari 2020 sekitar pukul 11 30 wib adapun peristiwa pembegalan yang dilakukan oleh tiga orang terjadi di bintarajaya iii bekasi barat dalam rekaman itu waktu pembegalan terjadi pukul 04 00 wib si korban membeli nasi goreng di gang tk setelah membeli korban dihampiri tiga orang pelaku tulis akun tersebut dalam rekaman yang dilihat tempo peristiwa bermula ketika korban mengendarai sepeda motornya jenis honda vario dari belakang mendekat satu sepeda motor ditumpangi tiga orang pelaku yang kemudian memepetnya satu pelaku lantas menarik jok sepeda motor korban sehingga dua sepeda motor baik milik pelaku dan korban terjatuh bersamaan dengan itu pelaku mengacung acungkan celurit ke arah korban yang memakai helm korban seketika melarikan diri tetapi pelaku lain masih mengejar dan melucuti harta korban kerugian hp dan dompet dibawa tersangka kata dia dalam rekaman itu pelat nomor sepeda motor tampak jelas yaitu b 4052 tpa,negative
aksi pelaku jakrapanth thomma 32 akhirnya berhasil dihentikan pada pukul 09 00 waktu setempat satuan militer second army region thailand menembak mati thomma di terminal 21 mall nakhon ratchasima setelah yang bersangkutan membunuh puluhan pengunjung mall kami turut beduka untuk keluarga dan kerabat korban ujar letnan jenderal thanya kriatisarn komandan dari second army region sebagaimana dikutip dari washington post ahad 9 februari 2020 hingga berita ini ditulis pemerintah thailand mengkonfirmasi bahwa korban tewas ada 20 orang mengkoreksi pernyataan sebelumnya bahwa ada 21 orang meninggal selain itu 42 pengunjung mengalami luka luka dan 21 di antaranya sedang menjalani perawatan di rumah sakit adapun aksi thomma dimulai pada hari sabtu lalu pukul 15 00 waktu setempat thomma melepas tembakan di rumahnya dahulu kemudian di sebuah kamp militer dan terakhir di mall sembari melepas tembakan ke orang orang thomma mengunggah aksinya secara live di media sosial facebook saat ini pihak kepolisian thailand masih melakukan pemeriksaan di lokasi mereka mengumpulkan segala bukti yang ada adapun motif dari thomma belum diketahui meski diduga ia melakukannya sebagai balas dendam berdasarkan unggahannya di media sosial kematian tidak terhindarkan untuk semua tulis thomma di facebook selain itu ia juga menulis apakah aku harus menyerah sebelum akun facebooknya diblokir karena memuat konten yang tidak pantas kami masih tidak tahu kenapa ia melakukannya sepertinya ia sakit jiwa ujar jubir kementerian pertahanan thailand kongcheep tantrawanit perihal aksi,negative
aksi seorang polisi lalu lintas melaporkan kondisi banjir sambil memegang ular di jakarta barat viral di media sosial sosok polisi itu ternyata kepala bagian operasional ditlantas polda metro jaya akbp dermawan karosekali dermawan menjelaskan pada selasa 25 2 kemarin dia sedang bertugas melakukan pengaturan lalu lintas di lokasi banjir jl s parman jakarta barat tiba tiba perhatiannya tertuju kepada seekor ular yang meliuk liuk di atas genangan banjir iya di situ paling punya warga lepas palingan kata dermawan kepada rabu 26 2 2020 seketika itu dermawan langsung menangkap ular tersebut dermawan mengaku tidak punya keahlian khusus menangkap ular nggak nggak ada ya aja itu imbuhnya dermawan mengaku berani menangkap ular tersebut karena ularnya tergolong ular jinak dermawan mengaku belum pernah menangkap ular berbisa itu kan ular jinak kalau ular berbisa macam kobra ya nggak berani saya katanya,neutral
aktivis dan wirausahawan muda tertarik ingin mengadakan hubungan kerja sama dengan indonesia dalam film musik fashion lingkungan hidup kepemimpinan dan pelatihan kerja hal ini diungkapkan duta besar ri untuk ethiopia djibouti dan uni afrika al busyra basnur dalam siaran persnya kepada tempo 21 juni 2019 dubes basnur bertemu dengan tujuh wirausahawan muda ethiopia pada rabu kemarin dan menyampaikan minat mereka untuk kerja sama lebih dekat dengan rekan rekan indonesia beberapa wirausahawan muda itu akan berkunjung ke indonesia dalam waktu dekat kata duta besar al busyra basnur baca juga ketika briefing tentang trade expo indonesia tei 2019 yang diselenggarakan di kedutaan besar ri addis ababa beberapa waktu lalu tercatat lebih 60 wirausahawan muda ethiopia yang menyatakan berminat untuk menghadiri tei yang akan diselenggarakan pertengahan oktober mendatang briefing diikuti oleh sekitar 140 orang wirausahawan muda ethiopia meskipun kepastian kehadiran mereka pada tei masih kita tunggu namun dari data tersebut terlihat bahwa minat pengusaha dan wirausahawan muda ethiopia untuk mengembangkan kerja sama dengan indonesia sangat besar kbri addis ababa terus bekerja meningkatkan hubungan dan kerjasama bilateral melalui semua jalur dan segala cara termasuk melalui pemuda kedua negara kata duta besar al busyra baca juga sebelumnya pada 11 juni kemarin asosiasi pemuda indonesia ethiopia diresmikan di kbri ethiopia dan disaksikan oleh duta besar al busyra basnur founder asosiasi pemuda tersebut adalah kevin alwino indonesia edward bryan prasetya indonesia fathie alwina indonesia markos lemma ethiopia dan kalewongel tesfaye ethiopia asosiasi pemuda ini diharapkan dapat berperan aktif dalam mendorong peningkatkan kerja sama indonesia ethiopia terutama di bidang usaha usaha ekonomi dan sosial yang digerakkan dan dijalankan oleh pemuda kedua negara kata ni putu anggraeni pejabat fungsi ekonomi kbri addis ababa program kerja asosiasi pemuda indonesia meliputi kegiatan di bidang ekonomi sosial dan budaya seperti menyelenggarakan kerja sama pemuda pelayanan informasi konsultasi kajian diskusi seminar lokakarya dan pertukaran pemuda,positive
aktris dan mantan anggota girlband korea f x ditemukan meninggal dunia di kediamannya seongnam korea pada senin 14 oktober 2019 menurut laporan polisi perempuan 25 tahun itu meninggal karena bunuh diri setelah kematiannya orang orang baru menyadari kalau selama ini tatapan sulli pada foto foto di akun instagramnya tampak nanar dan kosong sebelumnya ia juga sempat berkata bahwa tidak ada yang mendengarkan dan memahaminya menjadi trainee dengan tuntutan konsep image sejak belia membuatnya tertekan dan depresi ditambah perundungan yang tak henti henti diterimanya di media sosial penolakan demi penolakan yang diterimanya membuatnya kehilangan harapan keputusasaan sukses merenggut hidupnya kondisi yang dialami sulli kerap kita temui dalam kehidupan sehari hari seseorang yang mengalami depresi pun berpikir tidak ada gunanya lagi hidup lalu adakah yang bisa kita lakukan untuk mencegah tindakan bunuh diri betapa pentingnya bagi orang yang depresi terbuka kepada orang yang dipercayai mereka memerlukan tempat yang aman untuk bicara sehingga tidak dihakimi atau dihujat psikolog anisa cahya ningrum mengatakan semu aorang punya harapan untuk membantu mencegah berikut langkah yang bisa dilakukan 1 tingkatkan kepedulian dengan bersedia menjadi tempat curhat dengan menanyakan kabar perasaan dan keinginannya 2 tingkatkan kepedulian dengan membantunya konsultasi ke psikolog atau psikiater 3 ajak melakukan aktivitas sehari hari yang sederhana dan mudah misalnya mengingatkan makan dan mandi karena biasanya penyintas depresi memiliki keengganan untuk merawat diri 4 mengajak berinteraksi dengan orang lain agar tidak mengisolasi diri 5 pastikan tidak ada alat atau bahan berbahaya di sekitarnya 6 katakan padanya bahwa kita siap membantu untuk keselamatannya kalau merasa tidak nyaman jangan segan segan menghubungi saya yaa 7 tidak memberi stigma yang akan semakin menyudutkan mentalnya hindari kata kata kamu itu kurang bersyukur kamu memang malas kalau kurang iman ya seperti itulah jadinya dan sebagainya 8 media tidak menyiarkan secara detail tentang perilaku bunuh diri agar tidak menjadi trigger sementara itu penyintas postpartum dan bunuh diri nur yanayirah mengatakan sebagai sahabat atau keluarga banyak hal yang bisa kita lakukan antara lain mendengarkan keluhannya dengan baik tidak menghakimi atau memotong pembicaraannya kemudian sarankan ia untuk menjauhi benda benda dan tempat yang berbahaya antarkan ia menemui psikolog atau psikiater terdekat penting sekali untuk mengingatkan dia bahwa depresinya bisa pulih dan dia tidak seburuk yang ia pikirkan selama ini ungkap yana depresi bukan masalah sepele jika tidak ditangani segera kondisi ini bisa memunculkan keinginan bunuh diri karena itu jika mengalaminya atau mengenal orang orang dengan tanda tanda depresi seperti mengisolasi diri putus asa dan sedih berlarut larut segera menghubungi psikolog atau psikiater terdekat,positive
aktris e akhirnya meminta maaf karena sempat membuat pernyataan yang meremehkan virus corona bintang film itu mendapat kecaman pada pekan lalu karena tidak mematuhi seruan untuk menjaga jarak sosial dan melakukan karantina mandiri untuk mencegah penularan virus corona covid 19 evangeline lilly dengan bangga justru mengunggah foto yang menunjukkan bahwa dia masih beraktivitas di luar rumah seperti biasa demikian caption foto yang ditulis lily di akun instagramnya bahkan saat salah seorang berkomentar atas ketidakpeduliannya lilly malah mengakui jika dirinya dan sang ayah terganggu imunitasnya dan tetap akan menjalani rutinitas seperti biasa lilly kemudian meminta maaf di media sosial ia pun menyatakan jika saat ini sedang berada di rumah bersama keluarganya dan menyatakan keprihatinannya terhadap masyarakat yang terkena dampak pandemik corona kata lilly melalui laman instagram jumat 27 maret 2020 ia menyatakan menyesal sudah membuat pesan yang meremehkan di saat banyak orang berjuang menanggulangi virus corona katanya lilly juga mengaku tidak bermaksud untuk bersikap arogan awalnya ia berniat untuk lebih menenangkan di tengah wabah virus corona ini ujar pemain film itu lanjut mengatakan bahwa awalnya dia ingin memberikan ketenangan dengan unggahannya itu tapi rupanya keliru katanya,neutral
