date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52,desc/53,desc/54,desc/55,desc/56,desc/57,desc/58,desc/59,desc/60,desc/61,desc/62,desc/63,desc/64,desc/65,desc/66,desc/67,desc/68,desc/69,desc/70,desc/71,desc/72,desc/73,desc/74,desc/75,desc/76,desc/77,desc/78,desc/79,desc/80,desc/81,desc/82,desc/83,desc/84,desc/85,desc/86,desc/87,desc/88,desc/89,desc/90,desc/91,desc/92,desc/93,desc/94,desc/95,desc/96,desc/97,desc/98,desc/99,desc/100,desc/101,desc/102,desc/103,desc/104,desc/105,desc/106,desc/107,desc/108,desc/109,desc/110
"Rabu, 18 Mar 2020 11:47 WIB","         SIdoarjo Isolasi 5 PDP, 2 di RSUD 3 di RS Swasta    ",https://news.detik.com/berita-jawa-timur/d-4943815/sidoarjo-isolasi-5-pdp-2-di-rsud-3-di-rs-swasta,Pasien Dalam Pengawasan (PDP) , di Sidoarjo bertambah menjadi lima orang. Dua PDP dirawat di RSUD Sidoarjo dan tiga PDP dirawat di rumah sakit swasta.,"Kepala Dinas Kesehatan Sidoarjo dr Syaf Satriawarman mengatakan, saat ini di Sidoarjo ada lima PDP corona. Dua PDP di rawat di RSUD, Dua dirawat di RS Mitra Keluarga, dan satu PDP corona di rawat di RS Siti Hajar.","""Ada lima PDP Corona yang saat ini masih dirawat di ruang isolasi. Dua di RSUD Sidoarjo, satu di RS Siti Hajar, dan dua di RS Mitra Keluarga,"" ujar Syaf saat dihubungi detikcom, Rabu (18/3/2020).","Syaf mengatakan PDP yang dirawat di RSUD Sidoarjo berjenis kelamin laki-laki, sementara yang di rawat di RS Siti Hajar seorang perempuan rujukan dari RS Bunda Waru yang masuk RS mulai kemarin. Sedangkan yang di rawat RS Mitra Keluarga merupakan pasangan suami istri.","""Dua PDP yang di rawat di RS Mitra Keluarga sudah membaik,"" tambah Syaf.",Syaf menambahkan sementara itu tiga PDP lainnya masih di rawat secara intensif. Suhu badan mereka sudah kembali normal. Sedangkan yang dirawat di RS Siti hajar pihaknya belum menjelaskan secara rinci terkait perkembangannya.,"""Ketiga","ini masih menunggu hasil swab yang tengah dilakukan penelitian di Surabaya,"" jelas Syaf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 18 Mar 2020 07:55 WIB","         Langka di Pasaran, Gadis Ini Bikin Masker Berbahan Kain Perca    ",https://news.detik.com/berita-jawa-timur/d-4943490/langka-di-pasaran-gadis-ini-bikin-masker-berbahan-kain-perca?tag_from=news_beritaTerkait,Akhir-akhir ini mewabahnya ," membuat permintaan masker meningkat. Akibatnya masker menjadi langka dan mahal. Seorang gadis asal Ponorogo, Yutina Tri Sundari (24) membuat masker dari kain perca. Bahkan sejak virus corona menyebar, penjualan masker miliknya meningkat.","Dimulai dengan memilih kain, kemudian diukur sesuai dengan kebutuhan, tak berapa lama, tangan terampil Yutina pun mulai menjahit. Mulai dari bagian masker hingga talinya.","""Awalnya bikin baju, terus iseng bikin masker dari kain perca. Setelah saya upload ternyata banyak peminatnya,"" tutur Yutina kepada detikcom saat ditemui di rumahnya Jalan HOS Cokroaminoto, Rabu (18/3/2020).",Sejak ," masuk ke Indonesia, jelas dia, pesanan masker perca miliknya membludak. Pesanan per hari bisa mencapai ratusan. Pesanan ada yang melalui teman atau online.","""Mungkin karena sekarang masker langka di apotek, jadi milih pakai "," yang bisa dicuci berulang-ulang,"" ujarnya.","Menurutnya, masker buatannya lebih aman. Sebab ada dua lapisan dan di dalamnya yang bisa diisi tisu. Jika masker kotor, bisa dicuci dan dipakai kembali.","""Masker ini ada 2 lapis, di dalamnya bisa diisi tisu untuk menyaring udara. Kalau kotor nanti tisunya diambil terus maskernya dicuci,"" jelasnya.","Yutina mengaku untuk satu masker buatannya dihargai Rp 10 ribu. Dalam satu hari, dia dibantu ibunya bisa membuat 30 ",.,"""Sekarang bikin paling lama 15 menit untuk satu masker,"" pungkas Yutina.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 21:12 WIB","         Korupsi Jasmas, 3 Mantan Anggota DPRD Surabaya Dituntut 3 Tahun    ",https://news.detik.com/berita-jawa-timur/d-4943314/korupsi-jasmas-3-mantan-anggota-dprd-surabaya-dituntut-3-tahun?tag_from=news_beritaTerkait,Tiga terdakwa kasus korupsi Jaring Aspirasi Masyarakat (Jasmas) menjalani sidang tuntutan. Ketiga terdakwa dituntut masing-masing 3 tahun dari Jaksa Penuntut Umum (JPU).,"Para terdakwa itu yakni Ratih Retnowati, Syaiful Aidy dan Dini Rijanti. Ketiga terdakwa yang merupakan mantan anggota DPRD Surabaya periode 2014-2019 itu menjalani persidangan dibagi masing-masing dalam tiga sesi.",Jaksa M Fadil membacakan tuntutan terhadap terdakwa Ratih Retnowati yang dilanjutkan pembacaan Syaiful Aidy dan terkhir Dini Rijanti. Adapun tuntutan yang dijatuhkan kepada tiga terdakwa sama yakni 3 tahun penjara.,"""Pidana penjara selama 3 tahun dikurangi selama terdakwa berada dalam tahanam sementara dengan perintah agar terdakwa tetap ditahan,"" kata jaksa M Fadil saat membacakan tuntutan di Ruang Candra Pengadilan Tipikor Surabaya, Selasa (17/3/2020).","Selain menuntut tiga terdakwa dengan hukuman penjara, jaksa juga membebankan denda masing-masing sebesar Rp 100 juta. Dan jika tidak dibayarkan diganti 6 bulan kurungan.","""Menjatuhkan pidana denda sebesar Rp 100 juta dengan ketentuan apabila pidana denda tersebut tidak dibayar, maka diganti dengan pidana kurungan selama 6 bulan,"" ujar jaksa.",Tiga Anggota DPRD Kota Surabaya periode 2014-2019 ditetapkan sebagai tersangka kasus Jasmas 2016. Peran mereka dalam kasus tersebut diduga sama dengan tiga tersangka yang telah ditahan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 19:13 WIB",         Dirut RSU Soetomo Sebut Penyebar Foto PDP Corona akan Diproses Hukum    ,https://news.detik.com/berita-jawa-timur/d-4943190/dirut-rsu-soetomo-sebut-penyebar-foto-pdp-corona-akan-diproses-hukum/1,Foto pemeriksaan laboratorium Pasien Dalam Pengawasan (PDP) ," dari RSU dr Soetomo beredar luas. Direktur Utama RSU dr Soetomo, dr Joni Wahyuhadi memastikan pihaknya akan mencari siapa yang menyebar foto tersebut.","""Kita sedang pendalaman ini, siapa yang menyebarkan. Kami sudah koordinasi dengan pihak kepolisian, pihak Soetomo juga, karena ini tidak gampang. Tolong kawan jangan disebarkan identitasnya (pasiennya),"" kata Joni saat di RS Jiwa Menur Surabaya, Selasa (17/3/2020).",Dia menambahkan orang yang menyebarkan foto tersebut akan diproses secara hukum. Menurutnya akan ada sanksi yang akan diterima oleh penyebar foto.,"""Akan diproses sesuai perundang-undangan. Yang jelas akan ada sanksi,"" tegasnya",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 19:13 WIB",         Dirut RSU Soetomo Sebut Penyebar Foto PDP Corona akan Diproses Hukum    ,https://news.detik.com/berita-jawa-timur/d-4943190/dirut-rsu-soetomo-sebut-penyebar-foto-pdp-corona-akan-diproses-hukum,Foto pemeriksaan laboratorium Pasien Dalam Pengawasan (PDP) ," dari RSU dr Soetomo beredar luas. Direktur Utama RSU dr Soetomo, dr Joni Wahyuhadi memastikan pihaknya akan mencari siapa yang menyebar foto tersebut.","""Kita sedang pendalaman ini, siapa yang menyebarkan. Kami sudah koordinasi dengan pihak kepolisian, pihak Soetomo juga, karena ini tidak gampang. Tolong kawan jangan disebarkan identitasnya (pasiennya),"" kata Joni saat di RS Jiwa Menur Surabaya, Selasa (17/3/2020).",Dia menambahkan orang yang menyebarkan foto tersebut akan diproses secara hukum. Menurutnya akan ada sanksi yang akan diterima oleh penyebar foto.,"""Akan diproses sesuai perundang-undangan. Yang jelas akan ada sanksi,"" tegasnya",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 16:19 WIB","         Lapas Lamongan Di-lockdown, Tapi Barang Bawaan Bisa Dititipkan    ",https://news.detik.com/berita-jawa-timur/d-4942833/lapas-lamongan-di-lockdown-tapi-barang-bawaan-bisa-dititipkan,Sebagai upaya pencegahan penyebaran ,", Lapas Lamongan memberlakukan pelarangan kunjungan ke Lapas mulai Selasa (17/3/2020). Meski demikian, pengunjung masih diperkenankan menitipkan barang bawaan, namun hanya pada waktu jam kunjungan saja.", ,"Kepala Lembaga Pemasyarakatan Klas IIB Lamongan Supriyana mengatakan kebijakan lockdown kunjungan ini dilakukan untuk menindaklanjuti arahan dari Sekretaris Jenderal Kementerian Hukum dan Hak Asasi Manusia Republik Indonesia sebagai upaya pencegahan penyebaran Virus Covid-19. Larangan kunjungan yang dilakukan pihak Lapas Lamongan, menurut Supriyana, mulai berlaku Selasa (17/3/2020).","""Merespons kondisi terkini terkait virus corona, Lapas Lamongan telah melakukan sosialisasi kepada pengunjung dan juga pada warga binaan terkait pengawasan dan keamanan untuk menangkal persebaran virus tersebut,"" kata Supriyana.","Langkah penutupan atau lockdown Lapas Lamongan ini, lanjut Supriyana, dilakukan atas permintaan atau usulan keluarga warga binaan melalui aplikasi Si Jaga Lapas Lamongan. Sementara untuk warga binaan di dalam Lapas, Supriyana menyebut kalau pihaknya juga melakukan pemeriksaan suhu tubuh secara teratur dan menggencarkan gerakan cuci tangan pada warga binaan.","""Lapas Lamongan juga membuka layanan video call antara pengunjung dengan warga binaan yang difasilitasi oleh petugas Lapas selama "," diberlakukan,"" jelasnya.","Dikatakan oleh Supriyana, untuk layanan kunjungan hanya akan dilayani selama satu hari ini saja dan untuk hari berikutnya akan diliburkan. Layanan kunjungan akan dibuka kembali sembari menunggu petunjuk dari pusat.","Meski kunjungan ditutup, lanjutnya, pengunjung masih diperkenankan menitipkan barang bawaan ke warga binaan, namun penitipan barang tersebut dilakukan hanya pada saat jam kunjungan saja.","""Untuk informasi lebih lanjut, layanan kunjungan akan diumumkan kembali oleh Tim Humas Lapas Lamongan via grup Whatsapp SiJaga, Sosial Media, dan papan informasi yang telah tersedia,"" papar Supriyana seraya menyebut kalau di rata-rata pengunjung Lapas Lamongan perharinya bisa mencapai 186 orang pengunjung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 17 Mar 2020 11:43 WIB","         Perpusnas Bung Karno Tutup Gegara Corona, Namun Makamnya Tetap Buka    ",https://news.detik.com/berita-jawa-timur/d-4942330/perpusnas-bung-karno-tutup-gegara-corona-namun-makamnya-tetap-buka,"Perpustakaan Nasional Proklamator Bung Karno di Blitar, ditutup mulai 16 sampai 29 Maret mendatang. Penutupan ini menindaklanjuti instruksi Presiden Jokowi untuk mencegah penyebaran ",.,"Kepala UPT Perpusnas Bung Karno, Yanti Sukmarini mengatakan, penutupan layanan di destinasi wisata edukasi ini juga merujuk pada surat edaran Sekretaris Utama Perpusnas RI nomor 2731/KPG.10.003/2020. Yakni tentang upaya mengeliminir penyebaran dan penularan virus corona.","""Merujuk pada kedua instruksi itu, maka Perpusnas Bung Karno kami tutup selama dua pekan. Setelah tanggal 29 Maret 2020, kami akan melihat kembali bagaimana kondisi di Blitar dan wilayah lain yang pandemi corona. Karena pengunjung di sini tak hanya warga Blitar, namun seluruh wilayah di Indonesia. Bahkan wisman luar negeri juga,"" tutur Yanti kepada detikcom, Selasa (17/3/2020).",Layanan yang ditutup yakni kunjungan ke Perpusnas BK dan peminjaman koleksi buku secara manual. Sedangkan pemanfaatan materi bacaan secara online masih tetap aktif di beberapa situs Perpusnas RI.,"""Bagi peminjam buku yang waktunya mengembalikan, bisa diperpanjang sampai tanggal 30 Maret mendatang,"" imbuhnya.", ,         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 16 Mar 2020 20:45 WIB",         RSUD Kediri Isolasi Seorang Pasien Dalam Pengawasan Corona    ,https://news.detik.com/berita-jawa-timur/d-4941740/rsud-kediri-isolasi-seorang-pasien-dalam-pengawasan-corona?tag_from=news_beritaTerkait,RSUD Pare mengisolasi seorang Pasien Dalam Pengawasan (PDP) ,. Pasien yang bukan warga Kediri itu saat ini sedang dirawat intensif oleh pihak medis.,Hal ini disampaikan langsung oleh Bupati Kediri Haryanti Sutrisno dalam Jumpa Pers yang diadakan siang ini di Kantor Bupati yang ada di Jalan Soekarno-Hatta. Senin (16/3/2020).,"""Sebelumnya ada dua orang yang diperiksa, Alhamdulillah hasilnya sudah keluar dan negative, sekarang masih ada satu yang sedang dirawat,"" Kata Haryanti. Senin (16/3/2020).","Haryanti mengatakan, saat ini pihak rumah sakit masih menunggu hasil laboratorium untuk pasien tersebut. Haryanti mengatakan pasien tersebut merupakan pasien rujukan dari Rumah Sakit Bhayangkara Kota Kediri.","""Pasien tersebut sebelumnya memeriksakan diri di RS Bhayangkara, lalu oleh RS tersebut karena gejalanya sama dikirim ke Pare,"" imbuh Haryanti.",Ketua Gugus Percepatan Penangulangan Covid 19 Kota Kediri Fauzan Adhima membenarkan jika pasien yang saat ini dirawat di RSUD Pare merupakan kiriman dari RS Bhayangkara Kota Kediri.,"""Dia orang mana saya belum lihat datanya, namun yang jelas dia berkunjung ke Kediri untuk kegiatan sosial, infonya di dari Jakarta, saat di Kediri dirinya mengeluh sakit lalu di periksakan ke salah satu puskesmas di Kota Kediri, karena mempunyai gejala yang mirip dengan ",", oleh puskesmas dirujuk langsung ke RS Bhayangkara. Dan Oleh RS tersebut dirujuk ke Pare."" jelasnya.","Fauzan melanjutkan berdasarkan pantauannya, saat ini pasien tersebut kondisinya membaik dari gejala-gejala yang dideritanya.","""Saya dapat kabar dia sudah membaik kondisinya dari gejalanya, namun dari pihak RS masih harus menunggu hasil lab,"" pungkas Fauzan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senin, 16 Mar 2020 13:35 WIB","         UNBK SMK di Lamongan, Peserta Diperiksa Suhu Tubuh dan Cuci Tangan    ",https://news.detik.com/berita-jawa-timur/d-4940936/unbk-smk-di-lamongan-peserta-diperiksa-suhu-tubuh-dan-cuci-tangan,Pelaksanaan Ujian Nasional Berbasis Komputer (UNBK) SMK di Jatim tetap berlangsung hari ini. Salah satunya UNBK di Lamongan. Sejumlah langkah untuk antisipasi penyebaran , pun dilakukan.,"Kepala Cabang Dinas Pendidikan Wilayah Lamongan Sri Yuliasih mengatakan, langkah-langkah pencegahan virus corona telah disosialiasasikan dan telah dimulai sebelum pelaksana UNBK. Beberapa langkah tersebut di antaranya adalah sebelum memasuki ruang kelas, para siswa diwajibkan melakukan cuci tangan dan menjalani pemeriksaan suhu tubuh.","""Sejak awal kita sudah mensosialiasasikan ke sekolah, bahwa di setiap sekolah itu wajib ada air mengalir untuk cuci tangan dan pihak sekolah diharapkan mensosialisasikan kepada para siswa, untuk menjalankan pola hidup sehat, selalu cuci tangan sebelum maupun setelah aktivitas,"" kata Yuli di sela sidak pelaksanaan UNBK SMK di sejumlah sekolah Lamongan, Senin (16/3/2020).","Menurut Yuli, pihaknya juga bekerjasama dengan petugas kesehatan untuk mengukur suhu tubuh siswa sebelum melaksanakan UNBK. Petugas kesehatan ini, imbuh Yuli, pihaknya bekerjasama dengan Dinas Kesehatan dan Puskesmas yang standby selama UNBK berlangsung.","""UNBK SMK di Lamongan tahun ini diikuti 6.055 siswa dari 76 lembaga, baik negeri maupun swasta dengan jumlah peserta lembaga yang mandiri ada 72, yang menggabung ada 4 lembaga Jadi total ada 76 lembaga,"" terangnya.",Sementara Bupati Lamongan Fadeli saat sidak meminta agar para guru dan pengawas ujian memberikan toleransi kepada siswa untuk menjalankan prosedur pencegahan , sebelum mengerjakan soal ujian.,"""Tentunya diminta kepada bapak ibu guru menyikapi situasi begini ini jangan bersifat kaku. Karena melakukan proses-proses seperti itu (pencegahan) tadi memerlukan waktu, sehingga mungkin ada keterlambatan beberapa menit, jadi ya harus kita berikan toleransi,"" pinta Fadeli usai meninjau pelaksanaan UNBK di SMKN 2 Lamongan, SMK Muhammadiyah 1 dan SMK NU.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 15 Mar 2020 18:08 WIB","         RSUD Sidoarjo Isolasi Seorang PDP Corona, Sebelumnya Rapat di Dishub Jakarta    ",https://news.detik.com/berita-jawa-timur/d-4940093/rsud-sidoarjo-isolasi-seorang-pdp-corona-sebelumnya-rapat-di-dishub-jakarta,RSUD Sidoarjo mengisolasi satu Pasien Dalam Pengawasan (PDP) ,. Pasien dengan jenis kelamin laki-laki itu sebelumnya sempat mengikuti rapat di Dinas Perhubungan di Jakarta.,Kadinkes Kabupaten Sidoarjo Syaf Satriwarman mengatakan pasien ini ditangani dan mendapatkan pemantauan secara serius dan termasuk dalam ketegori PDP. Syaf menyebut pasien ini baru saja pulang dari Jakarta setelah mengikuti rapat di Dinas Perhubungan di Jakarta.,"""Pasien ini masih PDP, belum terindikasi corona. Pasien ini warga Surabaya, namun juga memiliki rumah di Sidoarjo, yang baru saja mengikuti rapat Dishub di Jakarta,"" kata Syaf saat dihubungi detikcom, Minggu (15/3/2020).","Syaf menambahkan sebelum diisolasi di RSUD Sidoarjo, pasien ini sempat dirawat di sebuah rumah sakit swasta di Sidoarjo. Setelah berkomunikasi dengan pihak dinkes, pasien kemudian di rujuk ke ",". Untuk saat ini pasien dalam kondisi membaik, suhu badannya sudah mulai stabil.","""Masuknya tadi malam. Saat ini suhu badannya sudah stabil, bahkan sudah membaik 36,5 derajat Celsius,"" tambah Syaf.",Syaf menjelaskan untuk saat ini rumah sakit di Sidoarjo masih belum menerima pasien yang positif ,.,"""Yang jelas pasien ini belum terindikasi virus corona. Karena kondisi pasien terus membaik,"" tandas Syaf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 14 Mar 2020 15:11 WIB","         Cegah Penyebaran Corona, Ini Upaya Polisi Kota Kediri    ",https://news.detik.com/berita-jawa-timur/d-4939016/cegah-penyebaran-corona-ini-upaya-polisi-kota-kediri,Sebagai langkah antisipasi bertambahnya warga yang terinfeksi ,", polisi di Kota Kediri melakukan upaya pencegahan. Polisi menyediakan hand sanitizer dan mengecek suhu tubuh warga di fasilitas umum.","Hari ini, Polresta Kediri bersama PT KAI melakukan pemeriksaan suhu tubuh penumpang KAI. Selain memeriksa suhu tubuh, juga diberikan edukasi tentang hidup sehat kepada para penumpang di Stasiun Kediri. Penumpang diminta untuk menggunakan hand sanitizer sebagai sarana cuci tangan.",Kapolresta Kediri AKBP Miko Indrayana menjelaskan bahwa kegiatan ini sebagai sarana upaya pencegahan penyebaran virus corona.,"""Kami memberikan edukasi kepada masyarakat yang akan menggunakan jasa kereta api khususnya yang berada di stasiun Kediri untuk terus menjaga pola hidup sehat. Salah satunya selalu mencuci tangan setiap selesai beraktivitas. Di Stasiun Kediri sudah disiapkan hand sanitizer di setiap pintu masuk dan keluar stasiun,"" jelas Miko kepada wartawan, Sabtu (14/3/2020).","""Kami berharap upaya yang telah kami lakukan dapat memberi manfaat serta mencegah penyebaran virus",". Kami mengimbau kepada masyarakat khususnya di wilayah hukum Polresta Kediri untuk tetap tenang serta jangan termakan informasi yang tidak benar (hoax) tentang virus corona dan tetap beraktivitas seperti biasa namun tetap menjaga kebersihan,"" tegas Miko.","Kendati sempat kaget, namun penumpang kereta api baik yang akan turun dan naik kereta api justru merasa terbantu dengan adanya tes suhu tubuh dan pemberian hand sanitizer.","""Kaget awalnya ada apa di stasiun kok ramai polisi, ternyata ada pemeriksaan suhu tubuh dan hand sanitizer, lumayan bagus kami jadi bisa terbantu untuk mengerti kondisi suhu tubuh kami. Dan diberikan pembersih tangan lagi saat turun dari kereta api,"" Jelas Muntoha, salah seorang penumpang kereta api dari Surabaya yang akan ke Nganjuk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 14 Mar 2020 08:51 WIB",         Cerita Suami yang Tega Jual Istri Sendiri Gegara Ekonomi    ,https://news.detik.com/berita-jawa-timur/d-4938650/cerita-suami-yang-tega-jual-istri-sendiri-gegara-ekonomi,Seorang suami di Surabaya ,nya sendiri. Motif ekonomi menjadi penyebab sang suami tega menjual istri. Bagaimana ceritanya?,Junatan bingung karena gajinya sebagai office boy sudah tak mencukupi lagi untuk menghidupi istri dan dua anaknya. Pria 40 tahun itu kemudian mengutarakan ide gilanya kepada sang istri.,Tentu saja istri yang telah dinikahinya selama 13 tahun itu menolak. Dia tak mau dijual kepada para pria hidung belang. Namun bujukan dengan alasan ekonomi membuat sang istri luluh.,"Pada Januari lalu, Junatan membuat akun twitter. Di dalam akun itu, pria warga Kampung Malang Tengah, Tegalsari, Surabaya tersebut mengunggah foto dan video istrinya baik seksi maupun telanjang.","Caption yang menyertainya adalah ajakan atau tawaran untuk bersetubuh dengan istrinya baik berdua (cuckold) maupun bertiga (threesome). Ternyata, banyak yang tertarik.","""Berdasarkan patroli cyber, kami temukan aktivitas prostitusi di akun media sosial twitter. Kami menemukan akun yang menjual perempuan. Pada kasus ini menjual istrinya sendiri kepada pelanggan,"" ujar Kanit Resmob Polrestabes Surabaya Iptu Arief Wicaksono kepada wartawan, Jumat (13/3/2020).","Junatan menawarkan istrinya dengan tarif Rp 1-2,5 juta untuk sekali berhubungan, itu sudah termasuk hotel. Sudah tiga kali Junatan menjual istrinya.","Arief mengatakan pada Januari dan Pebruari, pelaku menjual istrinya masing-masing satu kali dengan layanan cuckold. Pada bulan Januari, pelaku menjual istrinya dengan tarif Rp 1 juta. Sementara pada Februari, isrinya dijual Rp 1,5 juta.","Sementara pada bulan Maret, pelaku ","nya dengan layanan threesome. Pada layanan terakhir sebelum tertangkap ini, pelaku menjual istrinya seharga Rp 2,5 juta.","""Semua perbuatan asusila ini dilakukan di hotel di Surabaya,"" kata Arief.","Junatan sendiri digerebek dan ditangkap di salah satu kamar hotel di kawasan Surabaya pusat saat pelaku bertransaksi di dalam hotel. Dari hasil penggerebekan, polisi mengamankan barang bukti berupa bill hotel, tiga buah handphone, celana dalam, alat kontrasepsi, dan uang tunai sebesar Rp 3,6 juta.","Atas kejahatan yang dilakukannya, pelaku terancam pasal 506 dan atau pasal 296 KUHP dan atau pasal 2 UU RI no 21 tahun 2007 tentang penghapusan ", dengan ancaman hukuman 1 tahun 4 bulan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
