date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52
"Selasa, 25 Feb 2020 08:33 WIB",Belum Ada Bukti Virus Corona COVID-19 Bisa Menular Tanpa Gejala,https://health.detik.com/berita-detikhealth/d-4912955/belum-ada-bukti-virus-corona-covid-19-bisa-menular-tanpa-gejala,Sejak ," menyebar di China dan beberapa negara lainnya, banyak penelitian dan prediksi soal penularannya. Sebelumnya juga pernah diungkapkan bahwa COVID-19 ini bisa ditularkan dari orang yang tidak bergejala.","Namun, itu belum ada bukti yang kuat untuk meyakininya. Hal ini disampaikan oleh direktur klinis dari Pusat Nasional untuk Penyakit Menular (NCID), Dr Shawn Vasoo.","""Penularan COVID-19 sebagian besar masih melalui orang yang bergejala atau memiliki gejala dari penyakit tersebut,"" jelasnya yang dikutip dari The Straits Times.","""Dari kasus virus corona, penularan juga hanya bisa disebarkan melalui kontaminasi lingkungan atau paparan dari orang yang terinfeksi,"" imbuhnya.","Menurut Dr Vasoo, meskipun penyakit akibat "," bisa menular saat fase pra-gejala, ini perlu dibuktikan lagi. Sampai saat ini ia juga belum memiliki data yang kuat untuk bisa membuktikan, bahwa itu bisa terjadi pada ", atau virus corona.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 19 Feb 2020 13:50 WIB","Kemenkes: 110 dari 112 Hasil Uji Spesimen Negatif COVID-19, Ini Datanya",https://health.detik.com/berita-detikhealth/d-4905528/kemenkes-110-dari-112-hasil-uji-spesimen-negatif-covid-19-ini-datanya,Sampai saat ini belum ada kasus ," COVID-19 yang terkonfirmasi positif di Indonesia. Hasil uji spesimen per tanggal (18/2/2020) menunjukkan sebanyak 112 suspek COVID-19, 110 di antaranya dinyatakan negatif.","dr Achmad Yurianto, Sekretaris Direktorat Jenderal Pencegahan dan Pengendalian Penyakit (P2P) ",", menjelaskan update data tersebut diambil sampai dengan pukul 18:00 kemarin. Menurutnya provinsinya kini semakin banyak.","""Update pemeriksaan 18 februari, 18:00, sampai dengan saat ini spesimen yang sudah diterima 112 kasus itu berasal dari 41 "," di 21 povinsi, provinsinya makin banyak,"" jelasnya saat ditemui di Lantai 5, Jiexpo International, Jakarta Pusat, Rabu (19/2/2020).",-DKI (29),-Bali (16),-Jateng (10),-Kepulauan Riau (10),-Jawa Barat (8),-Jawa Timur (10),-Banten (5),-Sulawesi Utara (6),-Jogja (3),-Kalimantan Timur (3),-Sulawesi Selatan (2),-Jambi (1),-Papua Barat (1),-NTB (1),-Bengkulu (1),-Kalimantan Barat (1),-Kalimantan Tengah (1),-Sulawesi Tenggara (1),-Maluku (1),-Sumatera Barat (1),-Kota Belitung (1),,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 25 Feb 2020 18:43 WIB",Ahli Medis China Khawatir Pasien Sembuh Masih Bisa Tularkan COVID-19,https://health.detik.com/berita-detikhealth/d-4914206/ahli-medis-china-khawatir-pasien-sembuh-masih-bisa-tularkan-covid-19,"Ahli medis China, tepatnya spesialis pernapasan mengungkapkan pasien ", (,") yang sudah sembuh masih bisa menularkan virus corona. Hal ini dijelaskan juga oleh Zhao Jianping, selaku kepala tim yang bekerja mengatasi wabah coronavirus.","Ia menyebutkan bahwa sudah ada kasus pasien yang sudah dinyatakan sembuh, tetapi setelah dicek kembali darahnya positif virus corona.","""Ini berbahaya. Di mana pasien-pasien (sembuh) itu ditempatkan? Mereka tidak bisa dipulangkan ke rumah, karena mungkin bisa menulari yang lain,"" ujar Zhao yang dikutip dari ",.,"""Tapi, mereka tidak bisa ditempatkan di rumah sakit juga, karena sumber daya yang terbatas,"" imbuhnya.","Dalam hal ini, Zhao menyarankan untuk pasien yang sudah sembuh pun harus tetap melakukan karantina sendiri di rumahnya selama 14 hari. Hal serupa juga pernah dialaminya sebelumnya.","Zhao mengatakan, pernah ada satu pasiennya yang sudah menjalani dua tes, uji lab, dan terbukti negatif. Tapi, beberapa hari kemudian pasien itu demam. Setelah dites, hasilnya positif ",.,"Benjamin Cowling selaku kepala divisi dan biostatistik Hong Kong University mengatakan untuk memastikan pasien benar-benar sembuh dari virus, cara terbaik adalah dengan melihat apakah virus sudah benar-benar mati. Caranya dengan mencoba menumbuhkan sampel virus di cawan petri.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 23 Feb 2020 15:35 WIB",Waduh! Pria Jepang Dikabarkan Positif COVID-19 Sepulang dari Indonesia,https://health.detik.com/berita-detikhealth/d-4910895/waduh-pria-jepang-dikabarkan-positif-covid-19-sepulang-dari-indonesia,Seorang pria Jepang dinyatakan positif mengidap penyakit ," baru (COVID-19) tak lama setelah kembali dari kunjungan ke Indonesia, demikian laporan dari NHK.","Menurut laporan NHK, pemerintah metropolitan Tokyo mengumumkan pada hari Sabtu pria yang diketahui seorang penduduk Tokyo berusia 60-an, telah terinfeksi oleh virus corona baru.","Pria itu adalah seorang anggota staf sebuah fasilitas perawatan senior, yang mengunjungi sebuah institusi perawatan kesehatan pada 12 Februari. Awalnya ia mengalami gejala-gejala seperti flu, tetapi ia kembali ke rumah pada hari yang sama karena tidak didiagnosis menderita pneumonia. Dia kembali bekerja di rumah senior pada 13 Februari, 14 Februari di rumah, dan kemudian dilaporkan bepergian ke Indonesia untuk liburan keluarga pada 15 Februari.","Meski begitu, laporan NHK tidak menentukan tujuan pasti pria itu saat ke Indonesia.",Pria itu dirawat di rumah sakit setelah kembali ke ," pada 19 Februari karena kesulitan bernafas, dan dikatakan dalam ""kondisi serius"".",Siaran pers dari Tokyo Novel Coronavirus Infectious Disease Control Center di situs web pemerintah metropolitan Tokyo menyatakan bahwa seorang penduduk Tokyo berusia 60-an dinyatakan positif mengidap penyakit COVID-19 dan gejala-gejalanya mulai terjadi pada 12 Februari.,"Namun, rilis tersebut tidak menyebutkan riwayat perjalanan ke Indonesia, hanya mengatakan bahwa pria itu tidak memiliki riwayat perjalanan ke China dalam waktu 14 hari sebelum timbulnya gejala. Kondisi pria tersebut kini terdaftar sebagai pasien dengan kondisi ""serius"".","Kasus ini menjadi kasus kedua kalinya seorang pasien dinyatakan positif COVID-19 setelah kunjungan ke Indonesia. Yang pertama, seorang lelaki Tionghoa yang diidentifikasi sebagai Jin, dinyatakan positif mengidap penyakit itu awal bulan ini, delapan hari setelah kembali dari ",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 19 Feb 2020 13:01 WIB","Australia 'Waspadai' Pendatang RI Soal Corona, Kemenkes: Silakan Saja",https://health.detik.com/berita-detikhealth/d-4905447/australia-waspadai-pendatang-ri-soal-corona-kemenkes-silakan-saja,"Departemen Kesehatan negara bagian Victoria akhir pada (15/2/2020) memberikan peringatan pada pendatang-pendatang dari luar negeri. Mengutip ABC, beberapa pendatang yang dilakukan pengetesan klinis berasal dari negara Hong Kong, Jepang, Singapura, Thailand, dan Indonesia.","Menanggapi Indonesia termasuk salah satu negara yang dikategorikan 'people under observation', dr Achmad Yurianto, Sekretaris Direktorat Jenderal Pencegahan dan Pengendalian Penyakit (P2P) "," mengaku tak keberatan. Menurutnya, silahkan saja jika Indonesia merasa perlu dicurigai. ", ,"""Iya kalau soal itu karena mereka nggak percaya sama kita kan,"" tegasnya saat ditemui di Lantai 5, Jiexpo International, "," Pusat, Rabu (18/2/2020).","Ia tidak akan menanggapi lebih lanjut kecurigaan tersebut, karena sampai saat ini Indonesia memang benar-benar belum memiliki kasus ", COVID-19. Dicurigai oleh negara orang menurutnya bukan suatu hal yang perlu diperhatikan.,"""Iya enggak apa-apa, mengatakan mereka dicurigai karena nggak yakin gapapa, silahkan saja bagi saya nggak ada ruginya dicurigai,"" katanya kembali menegaskan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 19 Feb 2020 16:58 WIB",WNI yang Tertular Virus Corona di Kapal Pesiar Jadi 4 Orang,https://health.detik.com/berita-detikhealth/d-4905867/wni-yang-tertular-virus-corona-di-kapal-pesiar-jadi-4-orang,Jumlah WNI yang terkonfirmasi positif , COVID-19 di Kapal Pesiar Diamond Princess bertambah menjadi 4 orang. Kabar tersebut disampaikan lewat Kementerian Luar Negeri.,"""Per 19 Februari total empat WNI confirm corona. Dua WNI dirawat di RS Kota Chiba, dua di RS Tokyo,"" kata Direktur Perlindungan WNI dan Badan Hukum Indonesia Kemlu RI, Judha Nugraha, dikutip dari CNN Indonesia, Rabu (19/2).","Menanggapi hal ini, dr Achmad Yurianto, Sekretaris Direktorat Jenderal ", mengaku belum mengetahui lebih lanjut terkait hal tersebut. Ia masih mencari konfirmasi soal tambahan WNI di kapal pesiar Jepang Diamond Princess yang dikatakan positif.,"""Saya lagi di Kemenlu ini. Mau merapatkan soal itu. Masih saya konfirmasi,"" tegasnya saat dihubungi detikcom Rabu (19/2/2020).",Sebelumnya ia menjelaskan bahwa kemungkinan tambahan WNI yang terinfeksi ,di kapal pesiar Jepang memang sudah beredar. Namun hal tesebut masih belum benar kepastiannya.,"""Saya dengar satu lagi keliatannya juga akan confirm, tapi masih belum pasti ya,"" ungkapnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 15 Feb 2020 16:26 WIB","Soal WN China Positif COVID-19 dari Bali, Menkes Pastikan Kena di China",https://health.detik.com/berita-detikhealth/d-4900576/soal-wn-china-positif-covid-19-dari-bali-menkes-pastikan-kena-di-china,Kabar Warga Negara (WN) China terinfeksi virus corona , sepulang dari Bali bikin resah masyarakat. Menteri Kesehatan ," Agus Putranto memastikan, penularan terjadi bukan di Bali.","""Positifnya kena di sana (China),"" kata Menkes Terawan dalam jumpa pers di Halim Perdanakusuma, Jakarta Timur, Sabtu (15/2/2020).",Menkes Terawan mendasarkan kesimpulan tersebut pada perhitungan masa inkubasi. ," tersebut terdiagnosis positif pada 5 Februari, yang artinya sudah lewat masa inkubasi.","""Sekarang ini sudah tanggal 15 (Februari). Artinya apa? Lebih dari 14 hari (masa inkubasi). Bahkan hari ini 18 hari. Tidak ada sesuatu yang menggejala. Artinya apa? Pasti tidak (tertular di Bali),"" tegas Menkes Terawan.",Dinas Kesehatan ," telah melakukan penelusuran terkait kabar tersebut. Dipastikan, WN China yang dimaksud sempat menginap di sebuah hotel di Denpasar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 14 Feb 2020 16:14 WIB","COVID-19 Semakin Buat Panik, Hong Kong Ramai Pencurian Masker",https://health.detik.com/berita-detikhealth/d-4899401/covid-19-semakin-buat-panik-hong-kong-ramai-pencurian-masker,"Sejak akhir Desember 2019 lalu, munculnya penyakit "," semakin membuat panik negara China dan sekitarnya, termasuk Hong Kong. Hal ini membuat stok masker menjadi langka dan harganya melonjak naik.","Selain itu, pencurian untuk mendapatkan masker N95 juga ramai terjadi. Salah satu pencurian terjadi pada 12 Februari lalu, membobol kaca mobil yang terparkir dan mengambil delapan kotak ","Korban pencurian yang tidak disebutkan jelas identitasnya berusia 53 tahun, melaporkan bahwa ia kehilangan kotak-kotak berisi 160 masker. Setelah ditinjau melalui CCTV, polisi akhirnya berhasil menangkap tersangka di Sheung Shui.",Dikutip dari ," kasus pencurian lainnya terjadi pada Senin (11/2/2020). Seorang pria kehilangan 750 masker senilai Rp 5,3 juta yang ia tempatkan di dalam kotak-kotak di sudut jalan di Sham Shui Po.","Kurang dari satu jam, pencurian kembali terjadi setelah seorang wanita melaporkan kehilangan 1.000 masker di unit apartemennya di Tsim Sha Tsui. Hingga saat ini, pelaku pencurian kedua masih diidentifikasi dan sedang dalam pengejaran polisi setempat.","Bahkan pada 31 Januari lalu, pengusaha toko online juga menjadi korban pencurian. Pencuri tersebut berhasil membawa 25.000 masker yang tersimpan di gudang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 15 Feb 2020 16:45 WIB","Indonesia 'Kebal' Corona COVID-19, Menkes: Semua karena Doa!",https://health.detik.com/berita-detikhealth/d-4900600/indonesia-kebal-corona-covid-19-menkes-semua-karena-doa,Wabah Virus Corona ,"telah menewaskan lebih dari 1.500 jiwa dan menulari 67 ribu orang di berbagai negara. Hingga saat ini, Indonesia belum melaporkan satupun kasus positif.","""Secara medis, doa. Semua karena doa,"" kata Menteri Kesehatan RI Terawan Agus Putranto dalam jumpa pers di Halim Perdanakusuma, Jakarta Timur Sabtu (15/2/2020).",Spekulasi tetang adanya imunitas yang dimiliki orang Indonesia terhadap COVID-19 mencuat ketika 78 WNI yang menjadi ABK (Anak Buah Kapal) Diamond Princess dinyatakan negatif COVID-19. Kapal pesiar mewah berisi 3.711 orang itu tengah dikarantina terkait ,"""Saya yakin doalah yang membuat kita begitu,"" tegas Menkes ",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 11 Feb 2020 13:35 WIB","Nggak Cuma di Indonesia, Harga Masker di Malaysia Capai Rp 500 Ribu!",https://health.detik.com/berita-detikhealth/d-4894550/nggak-cuma-di-indonesia-harga-masker-di-malaysia-capai-rp-500-ribu,Ketika jumlah korban terinfeksi ," makin bertambah tiap harinya, banyak yang akhirnya menimbun masker, pembersih dangan dan sarung tangan untuk melindungi mereka dari penularan. Sayangnya tidak sedikit yang mengambil keuntungan dari kasus ini.","Tak hanya di Indonesia, negara tetangga seperti Malaysia juga mengalami kelangkaan masker. Saat di toko-toko dan "," kehabisan stok masker, banyak penjual 'dadakan' yang memasok masker dengan harga fantastis.","Dilaporkan dari situs Oriental Daily, wanita usia 55 tahun dari Kedah, Malaysia, tertangkap tangan menjual sekotak masker dengan harga sangat mahal yakni RM140 atau sekitar Rp 500 ribu padahal harga aslinya hanya RM25 atau sekitar Rp 80 ribu per kotak.","Direktur Tim Penegak Hukum Kementerian Perdagangan Dalam Negeri dan Konsumen Malaysia, Omar, mengatakan wanita tersebut akhirnya ditangkap saat seorang petugas berpura-pura menjadi pelanggan yang tertarik membeli maskernya.","""Wanita itu mengatakan hanya ada 2 kotak "," yang tersisa. Dia juga menyebyt bahwa orang lain biasanya akan menjual dengan harga RM250 (sekitar Rp 800 ribu) sementara ia cuma RM140,"" ujarnya.","Saat ini, petugas penegak hukum Malaysia menyita masker dan menindaklanjuti pedagang yang menjualbelikan masker dengan harga tinggi. Mereka menambahkan bahwa orang yang menjual produk dengan harga fantastis akan mendapat denda RM100,000 atau sekitar Rp 300 juta dan penjara 3 tahun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 03 Mar 2020 16:28 WIB",IDI Cimahi Ingatkan Warga Jangan Stres Agar Tak Mudah Kena Corona Virus,https://health.detik.com/berita-detikhealth/d-4923697/idi-cimahi-ingatkan-warga-jangan-stres-agar-tak-mudah-kena-corona-virus?tag_from=news_beritaTerkait,"Ketua Ikatan Dokter Indonesia (IDI) Cabang Kota Cimahi, Zakaria Anshori menyarankan agar masyarakat tak panik dan ", menyikapi penyebaran Novel Corona Virus (Covid-19).,"Menurut Zakaria, jika seseorang stres karena panik, bakal menurunkan dan melemahkan daya tahan tubuh yang berujung pada mudahnya tubuh terserang virus.","""Masyarakat harus waspada. Masyarakat tidak perlu paranoid dengan kekosongan masker (karena ","), nanti stres malah menurunkan daya tahan tubuh. Virus nanti lebih mudah menyerang,"" ungkap Zakaria saat dihubungi, Selasa (3/3/2020).","Untuk penanganan temuan kasusnya, rumah sakit di Kota Cimahi sudah memiliki Standar Operasional Prosedur (SOP) tersendiri. Seperti halnya Rumah Sakit Umum Daerah (RSUD) Cibabat yang sudah menyiapkan ruang screening khusus pasien terduga virus corona.","""Di rumah sakit semua ada SOP. Dokter juga pastinya siap untuk pribadi dan masyarakat. Semua harus waspada. Kenali gejala virusnya,"" jelasnya.","Ia juga mengingatkan agar masyarakat tetap menjaga Pola Hidup Bersih dan Sehat (PHBS) serta selalu mengonsumsi makanan yang bergizi. Tujuannya, agar daya tahan tubuh tetap terjaga.", ,"""Untuk menambah kekebalan tubuh, makanan yang lebih bergizi dan hidup sehat saja,"" ujarnya.",Gejala virus corona sendiri ditandai oleh kemunculan ," hingga 38 derajat celcius, batuk, pilek, sakit tenggorokan hingga sesak pernafasan. Apabila warga merasakan gejala tersebut, diharapkan tidak langsung panik tapi memeriksakannya ke fasilitas kesehatan terdekat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 28 Feb 2020 19:30 WIB",Belanda Konfirmasi Kasus Virus Corona Usai Warganya Pulang dari Italia,https://health.detik.com/berita-detikhealth/d-4919166/belanda-konfirmasi-kasus-virus-corona-usai-warganya-pulang-dari-italia, kini menjadi negara episentrum wabah , di Eropa dengan data terakhir 525 orang terinfeksi dan 12 meninggal. Beberapa kota di wilayah utara Italia juga diisolasi.,Baru-baru ini WN , dikabarkan terinfeksi virus corona baru usai melakukan perjalanan dari Italia. Pasien ini juga menjadi kasus pertama COVID-19 yang terkonfirmasi di Belanda.,"Lembaga Kesehatan Nasional Belanda melaporkan pria ini baru saja pulang dari Lombardy, kota dengan kasus corona terbanyak di Italia. Menurut laporan Institut Nasional untuk Kesehatan Masyarakat dan Lingkungan (RIVM), saat ini sang pria dikabarkan tengah dirawat di rumah sakit daerah Tilburg.","""Saya melakukan kontak langsung dengan (Menteri Kesehatan) Bruno Bruins, antara lain, mengenai langkah-langkah yang diambil untuk mempersiapkan negara kita untuk menghadapi masalah ini,"" kata Perdana Menteri Belanda, Mark Rutte, lewat Twitter seperti dikutip dari ",.,Dia berharap pasien tersebut segera pulih. Orang-orang yang pernah melakukan kontak dengan pria tersebut juga telah dites. Hal ini dilakukan untuk menekan penyebaran virus corona baru. Badan Kesehatan Masyarakat pun meminta semua warga untuk terus berhati-hati.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 28 Feb 2020 16:00 WIB",Ilmuwan China Klaim COVID-19 Memiliki Mutasi Mirip HIV,https://health.detik.com/berita-detikhealth/d-4918685/ilmuwan-china-klaim-covid-19-memiliki-mutasi-mirip-hiv,Hingga kini virus corona , masih dipelajari oleh para ilmuwan di berbagai negara. Berbagai macam studi pun telah dilakukan dan salah satunya yang paling terbaru mengatakan COVID-19 memiliki mutasi 'mirip ,' lantaran kemampuannya dalam mengikat sel manusia.,Dikutip dari ,", studi terbaru yang dilakukan oleh para ilmuwan dari Universitas Nankai, China, mengatakan COVID-19 memiliki kemampuan menginfeksi sel hingga 1.000 kali lebih kuat daripada SARS.",Dalam penelitian tersebut para ilmuwan mengatakan ketika seseorang terkena ,", virus itu hanya akan menyerang protein angiotensin converting enzyme 2 (ACE2) yang berada di dalam membran sel. Sedangkan COVID-19 justru menginfeksi furin, yaitu enzim yang sama diserang oleh HIV dan Ebola.","""Temuan ini menunjukkan bahwa 2019-nCoV (COVID-19) mungkin sangat berbeda dari virus corona SARS dalam hal infeksi,"" tulis peneliti dalam studi.","""Virus ini menyerang dengan cara mekanisme seperti virus lain yaitu HIV,"" tuturnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 28 Feb 2020 18:32 WIB",Trump Yakinkan COVID-19 Pada Akhirnya akan 'Menghilang' di AS,https://health.detik.com/berita-detikhealth/d-4919044/trump-yakinkan-covid-19-pada-akhirnya-akan-menghilang-di-as,Wabah virus corona , kini telah menginfeksi di 54 negara di dunia. Salah satu di antaranya adalah , (AS) yang jumlah kasusnya sudah mencapai 61 orang.,"Meski penyebaran COVID-19 semakin mengkhawatirkan, Presiden ", menyatakan dengan optimis bahwa COVID-19 pada akhirnya akan bisa diatasi dan dihilangkan di Amerika Serikat.,"""Virus ini akan menghilang dan hari itu seperti keajaiban, tentu ini akan menghilang"" Ucap Trump di Ruang Kabinet Gedung Putih, Kamis (27/2/2020), seperti dikutip dari ",.,Sebelumnya Organisasi Kesehatan Dunia (WHO) telah mengatakan bahwa COVID-19 sangat berpotensi menjadi pandemi atau penyebaran yang terjadi di seluruh dunia. Bahkan para ahli medis pun sudah memperingatkan virus ini akan menyebar di Amerika Serikat.,"""Kami tahu ini bisa menjadi lebih buruk sebelumnya, dan pada akhirnya akan menjadi baik. Mungkin (COVID-19) bisa menghilang, kita akan lihat apa yang terjadi. Tidak ada yang benar-benar tahu,"" tegas Trump meyakinkan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 01 Mar 2020 17:00 WIB","WN Jepang Positif COVID-19 di Malaysia, Disebut Sempat ke Indonesia",https://health.detik.com/berita-detikhealth/d-4920806/wn-jepang-positif-covid-19-di-malaysia-disebut-sempat-ke-indonesia?tag_from=news_beritaTerkait,Malaysia melaporkan tiga kasus baru," COVID-19. Salah satu di antaranya, WN Jepang berusia 41 tahun dikabarkan sempat melakukan perjalanan ke Indonesia.",Dikutip dari ,", WN Jepang tersebut adalah wanita yang sedang bekerja di Malaysia. Sebelum dinyatakan positif terinfeksi COVID-19, ia juga disebut sempat melakukan perjalanan ke ",.,WN Jepang yang terinfeksi virus corona baru tersebut menjadi kasus ke-24 di Malaysia. Saat ini sudah ada 25 kasus virus corona COVID-19 di Malaysia.,Direktur Jenderal Kesehatan Dr Noor Hisham Abdullah menjelaskan wanita berusia 41 tahun yang bekerja di Malaysia ini mengunjungi Jepang pada bulan Januari kemudian ke Indonesia pada awal Februari lalu. Meski begitu belum ada informasi lebih lanjut terkait tanggal dan detail riwayat perjalanan WN Jepang tersebut selama ke Indonesia maupun Jepang.,"""Dia mengalami gejala demam dan menerima perawatan pada 17 Februari 2020. Dia dirawat di rumah sakit swasta pada 20 Februari 2020,"" jelas Dr Noor dikutip dari ", Minggu (1/3/2020).,"""Tes untuk mendeteksi COVID-19 diambil pada kasus ini dan dikonfirmasi positif pada 27 Februari 2020. Dia sekarang dirawat di bangsal isolasi Rumah Sakit Kuala Lumpur,"" katanya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 03 Mar 2020 16:12 WIB","Viral Turorial Bikin Masker dari Tisu Basah, Kemenkes Angkat Bicara",https://health.detik.com/berita-detikhealth/d-4923671/viral-turorial-bikin-masker-dari-tisu-basah-kemenkes-angkat-bicara?tag_from=news_beritaTerkait,Belum lama ini beredar video viral membuat , dari tisu basah. Cara ini dianggap efektif oleh sebagian besar masyarakat mengingat stok masker yang habis dan harganya yang melonjak akibat virus corona Covid-19.,Sesditjen Pencegahan dan Pengendalian Penyakit Kemenkes Achmad Yurianto menyebut menggunakan tisu basah sebagai pengganti masker tidak efektif karena bahannya yang basah sehingga debu akan menempel.,"""Tisu basah jadi masker, kena debu nempel semua. Kan itu basah luar dalam. Kalau dibilang bisa ya bisa. Kita tidak terpaku dengan itu,"" terangnya saat dijumpai di Kantor ",", Jl HR Rasuna Said, Jakarta Selatan, Selasa (3/3/2020).","Hingga kini cara mencegah penularan virus corona adalah dengan mencuci tangan. Meski lebih disarankan menggunakan masker, namun penggunaannya lebih ditujukan bagi mereka yang sakit.","""Jangan terpaku pada prinsip itu. Kemudian "," dipakai masker kalau kalau kamu punya masker ya pakai masker,"" pungkasnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 29 Feb 2020 11:03 WIB","Terbang Via Bali, WN Selandia Baru Positif Covid-19",https://health.detik.com/berita-detikhealth/d-4919595/terbang-via-bali-wn-selandia-baru-positif-covid-19,Kementerian Kesehatan Selandia Baru telah mengonfirmasi seorang pasien terinfeksi virus corona , yang sedang dirawat di Rumah Sakit Auckland harus diuji tiga kali sebelum mendapatkan hasil uji positif.,"""Kementerian Kesehatan menyarankan agar pasien dirawat di ruangan tekanan negatif untuk mencegah penyebaran virus dan kontak langsung dengan pasien yang juga dalam isolasi,"" demikian pernyataan otoritas terkait dikutip dari NZ Herald.","Pasien yang positif diketahui berusia 60-an tahun dan baru tiba di Selandia Baru pada hari Rabu (12/2) lalu dengan penerbangan Emirates EK450 dari Teheran, melalui Bali.","Menanggapi, Sesditjen Pencegahan dan Pengendalian "," RI, dr Achmad Yurianto mengatakan pihaknya sedang menelusuri riwayat penerbangan pasien yang bersangkutan. Masih belum bisa dipastikan apakah benar pasien sempat berkunjung ke Bali atau hanya transit di sana.","""Saya sudah berkali-kali menanyakan ke imigrasi. Di Emirates orang Selandia Baru banyak. Di Indonesia apa transit saja, diam saja di bandara atau keluar, atau ke mana, masih belum tahu. Sudah dikabarkan ke imigrasi sedang di tracking,"" katanya kepada detikcom, Sabtu (29/2/2020).","Pasien sebelumnya telah melakukan perjalanan ke Iran beberapa minggu yang lalu untuk mengunjungi keluarga, mengalami batuk dan kesulitan bernafas. Dokter mencurigai ini adalah coronavirus namun kedua hasil tes menunjukkan hasil negatif lalu kemudian dilakukan tes ketiga dan ditemukan positif Covid-19.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 26 Feb 2020 13:00 WIB",Bayi Usia 17 Hari Jadi Pasien Termuda yang Sembuh dari Virus Corona Tanpa Obat,https://health.detik.com/berita-detikhealth/d-4915085/bayi-usia-17-hari-jadi-pasien-termuda-yang-sembuh-dari-virus-corona-tanpa-obat,Bayi usia 17 hari telah pulih dari,". Sejauh ini, ia dilaporkan menjadi pasien termuda yang sembuh dari virus corona ",-19 tanpa obat.,Bayi berjenis kelamin perempuan itu telah meninggalkan rumah sakit pada hari Jumat (21/2) setelah pulih dengan sendirinya tanpa bantuan obat-obatan.,Dikutip, dari ,", sebelumnya pasien dipindahkan dari Rumah Sakit Anak di Wuhan tak lama setelah lahir. Bayi yang diberi nama Xiao Xiao awalnya mengalami infeksi pada sistem pernapasannya dan kerusakan miokard ringan atau cedera otot jantung menurut dokter yang merawatnya.","Karena gejalanya yang tidak parah, dokter memutuskan bahwa Xiao tidak perlu diberikan antibiotik dan menunggu sistem imunnya sendiri untuk mengatasi virus.","""Dia tidak kesulitan bernapas, tidak batuk atau demam. Oleh karena itu kami hanya memberikan perawatan medis untuk kondisi miokardnya,"" tutur dr Zeng Lingkong, direktur Departemen Neonatologi di rumah sakit tersebut.","Kemudian pada Jumat sore, Xiao menjalani tes pemeriksaan virus corona. Hasilnya terbukti negatif dalam tiga tes asam nukleat berturut-turut sehingga ia diizinkan pulang.","""Dia sekarang bebas dari virus corona dan juga penyakit jantungnya. Bahkan dia tumbuh lebih besar dan gemuk saat dirawat di rumah sakit,"" pungkas dr Zeng.","Sebelumnya, Xiao dikabarkan terinfeksi virus corona dari sang ibu. Ia adalah pasien termuda yang terkonfirmasi virus corona 30 jam setelah waktu kelahirannya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
